relationship_action_id~source_agent_id~target_agent_id~action~change_in_trust~tick~simulation_id
Relation_Act_id_3685~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3686~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3687~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3688~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3689~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3690~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3691~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3692~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3693~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3694~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3695~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3696~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3697~COL Maximov Sergei Viktorovich~MG Arkady Vilktotovich Bakhin~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3698~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3699~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3700~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3701~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3702~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3703~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3704~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3705~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3706~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3707~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3708~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3709~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3710~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3711~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3712~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3713~COL Maximov Sergei Viktorovich~MG Ruslan Khazhismelovich Tsalikov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3714~COL Maximov Sergei Viktorovich~GEN Vladimir Sergeyevich Mikhaylov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3715~COL Maximov Sergei Viktorovich~GEN Vladimir Sergeyevich Mikhaylov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3716~COL Maximov Sergei Viktorovich~GEN Vladimir Sergeyevich Mikhaylov~INCREASE_TRUST~0.1~5~Sim0
Relation_Act_id_3717~COL Maximov Sergei Viktorovich~GEN Vladimir Sergeyevich Mikhaylov~INCREASE_TRUST~0.1~5~Sim0
