information_action_id~information_action_type~sending_agent_id~receiving_agent_id~information_packet_id~endorsed_agent_id~change_in_amplification~tick~simulation_id
InfoAct_id_23507~SEND~15min (15min.lt)~B-ID-3~IP-274~0~0~7~Sim1
InfoAct_id_23508~SEND~15min (15min.lt)~B-ID-3~IP-278~0~0~7~Sim1
InfoAct_id_23509~SEND~15min (15min.lt)~B-ID-3~IP-282~0~0~7~Sim1
InfoAct_id_23510~SEND~15min (15min.lt)~B-ID-3~IP-286~0~0~7~Sim1
InfoAct_id_23511~SEND~15min (15min.lt)~B-ID-3~IP-290~0~0~7~Sim1
InfoAct_id_23512~SEND~15min (15min.lt)~B-ID-3~IP-307~0~0~7~Sim1
InfoAct_id_23513~SEND~15min (15min.lt)~B-ID-3~IP-311~0~0~7~Sim1
InfoAct_id_23514~SEND~15min (15min.lt)~B-ID-3~IP-315~0~0~7~Sim1
InfoAct_id_23515~SEND~15min (15min.lt)~B-ID-3~IP-319~0~0~7~Sim1
InfoAct_id_23516~SEND~15min (15min.lt)~B-ID-3~IP-323~0~0~7~Sim1
InfoAct_id_23517~SEND~15min (15min.lt)~B-ID-3~IP-327~0~0~7~Sim1
InfoAct_id_23518~SEND~15min (15min.lt)~B-ID-3~IP-331~0~0~7~Sim1
InfoAct_id_23519~SEND~15min (15min.lt)~B-ID-3~IP-335~0~0~7~Sim1
InfoAct_id_23520~SEND~15min (15min.lt)~B-ID-3~IP-339~0~0~7~Sim1
InfoAct_id_23521~SEND~15min (15min.lt)~B-ID-4~IP-274~0~0~7~Sim1
InfoAct_id_23522~SEND~15min (15min.lt)~B-ID-4~IP-278~0~0~7~Sim1
InfoAct_id_23523~SEND~15min (15min.lt)~B-ID-4~IP-282~0~0~7~Sim1
InfoAct_id_23524~SEND~15min (15min.lt)~B-ID-4~IP-286~0~0~7~Sim1
InfoAct_id_23525~SEND~15min (15min.lt)~B-ID-4~IP-290~0~0~7~Sim1
InfoAct_id_23526~SEND~15min (15min.lt)~B-ID-4~IP-307~0~0~7~Sim1
InfoAct_id_23527~SEND~15min (15min.lt)~B-ID-4~IP-311~0~0~7~Sim1
InfoAct_id_23528~SEND~15min (15min.lt)~B-ID-4~IP-315~0~0~7~Sim1
InfoAct_id_23529~SEND~15min (15min.lt)~B-ID-4~IP-319~0~0~7~Sim1
InfoAct_id_23530~SEND~15min (15min.lt)~B-ID-4~IP-323~0~0~7~Sim1
InfoAct_id_23531~SEND~15min (15min.lt)~B-ID-4~IP-327~0~0~7~Sim1
InfoAct_id_23532~SEND~15min (15min.lt)~B-ID-4~IP-331~0~0~7~Sim1
InfoAct_id_23533~SEND~15min (15min.lt)~B-ID-4~IP-335~0~0~7~Sim1
InfoAct_id_23534~SEND~15min (15min.lt)~B-ID-4~IP-339~0~0~7~Sim1
InfoAct_id_23535~SEND~15min (15min.lt)~B-ID-17~IP-274~0~0~7~Sim1
InfoAct_id_23536~SEND~15min (15min.lt)~B-ID-17~IP-278~0~0~7~Sim1
InfoAct_id_23537~SEND~15min (15min.lt)~B-ID-17~IP-282~0~0~7~Sim1
InfoAct_id_23538~SEND~15min (15min.lt)~B-ID-17~IP-286~0~0~7~Sim1
InfoAct_id_23539~SEND~15min (15min.lt)~B-ID-17~IP-290~0~0~7~Sim1
InfoAct_id_23540~SEND~15min (15min.lt)~B-ID-17~IP-307~0~0~7~Sim1
InfoAct_id_23541~SEND~15min (15min.lt)~B-ID-17~IP-311~0~0~7~Sim1
InfoAct_id_23542~SEND~15min (15min.lt)~B-ID-17~IP-315~0~0~7~Sim1
InfoAct_id_23543~SEND~15min (15min.lt)~B-ID-17~IP-319~0~0~7~Sim1
InfoAct_id_23544~SEND~15min (15min.lt)~B-ID-17~IP-323~0~0~7~Sim1
InfoAct_id_23545~SEND~15min (15min.lt)~B-ID-17~IP-327~0~0~7~Sim1
InfoAct_id_23546~SEND~15min (15min.lt)~B-ID-17~IP-331~0~0~7~Sim1
