information_action_id~information_action_type~sending_agent_id~receiving_agent_id~information_packet_id~endorsed_agent_id~change_in_amplification~tick~simulation_id
InfoAct_id_8966~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-262~0~0~2~Sim7
InfoAct_id_8967~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-263~0~0~2~Sim7
InfoAct_id_8968~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-264~0~0.1~2~Sim7
InfoAct_id_8969~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-265~0~0.1~2~Sim7
InfoAct_id_8970~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-266~0~0.1~2~Sim7
InfoAct_id_8971~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-267~0~0.1~2~Sim7
InfoAct_id_8972~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-268~0~0.1~2~Sim7
InfoAct_id_8973~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-269~0~0~2~Sim7
InfoAct_id_8974~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-270~0~0~2~Sim7
InfoAct_id_8975~SEND~MG Arkady Vilktotovich Bakhin~LTC Lapin Denis Alexandrovich~IP-271~0~0~2~Sim7
InfoAct_id_8976~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-262~0~0~2~Sim7
InfoAct_id_8977~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-263~0~0~2~Sim7
InfoAct_id_8978~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-264~0~0~2~Sim7
InfoAct_id_8979~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-265~0~0~2~Sim7
InfoAct_id_8980~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-266~0~0~2~Sim7
InfoAct_id_8981~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-267~0~0~2~Sim7
InfoAct_id_8982~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-268~0~0~2~Sim7
InfoAct_id_8983~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-269~0~0~2~Sim7
InfoAct_id_8984~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-270~0~0~2~Sim7
InfoAct_id_8985~SEND~MG Arkady Vilktotovich Bakhin~GEN Nikolai Yegorovich Makarov~IP-271~0~0~2~Sim7
InfoAct_id_8986~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-262~0~0~2~Sim7
InfoAct_id_8987~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-263~0~0~2~Sim7
InfoAct_id_8988~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-264~0~0~2~Sim7
InfoAct_id_8989~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-265~0~0~2~Sim7
InfoAct_id_8990~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-266~0~0~2~Sim7
InfoAct_id_8991~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-267~0~0~2~Sim7
InfoAct_id_8992~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-268~0~0~2~Sim7
InfoAct_id_8993~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-269~0~0~2~Sim7
InfoAct_id_8994~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-270~0~0~2~Sim7
InfoAct_id_8995~SEND~MG Arkady Vilktotovich Bakhin~GEN Vladimir Sergeyevich Mikhaylov~IP-271~0~0~2~Sim7
InfoAct_id_8996~SEND~MG Arkady Vilktotovich Bakhin~GEN Alexey Fydorovich Maslov~IP-262~0~0~2~Sim7
InfoAct_id_8997~SEND~MG Arkady Vilktotovich Bakhin~GEN Alexey Fydorovich Maslov~IP-263~0~0~2~Sim7
InfoAct_id_8998~SEND~MG Arkady Vilktotovich Bakhin~GEN Alexey Fydorovich Maslov~IP-264~0~0~2~Sim7
InfoAct_id_8999~SEND~MG Arkady Vilktotovich Bakhin~GEN Alexey Fydorovich Maslov~IP-265~0~0~2~Sim7
